image_id,image_name,is_training,sift_keypoints,truth_is_flying
86,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,,1
89,002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,,0
96,002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1,,0
97,002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,,0
102,002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,1,,1
104,002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,,0
105,002.Laysan_Albatross/Laysan_Albatross_0073_927.jpg,1,,1
109,002.Laysan_Albatross/Laysan_Albatross_0068_726.jpg,1,,0
110,002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,,1
111,002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,,1
113,002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,,0
115,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,,1
116,002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,,0
117,002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,,1
120,002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg,1,,0
121,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,1,,0
122,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,1,,1
123,003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,1,,0
124,003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,1,,1
125,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,1,,0
127,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,1,,1
128,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,1,,1
131,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,1,,0
136,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,1,,1
137,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,1,,1
138,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,1,,0
141,003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,1,,0
142,003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,1,,1
143,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,1,,1
145,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,1,,0
148,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,1,,1
151,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,1,,1
152,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,1,,1
153,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,1,,1
158,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,1,,1
160,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,1,,1
164,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,1,,0
166,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,1,,1
168,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,1,,1
172,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,1,,1
174,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,1,,0
176,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,1,,1
177,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,1,,1
181,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,1,,0
182,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,1,,0
184,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,1,,0
187,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,1,,0
188,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,1,,0
189,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,1,,0
194,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,1,,0
195,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,1,,0
196,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,1,,0
197,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,1,,0
202,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,1,,0
203,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,1,,0
204,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,1,,0
206,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,1,,0
209,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,1,,0
213,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,1,,0
215,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,1,,0
216,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,1,,0
218,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,1,,0
220,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,1,,0
221,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,1,,0
222,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,1,,0
225,004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,1,,0
227,004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,1,,0
230,004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,1,,0
232,004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,1,,0
235,004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,1,,0
238,004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,1,,0
241,005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,1,,0
243,005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,1,,0
247,005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,1,,0
248,005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,1,,0
249,005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,1,,0
250,005.Crested_Auklet/Crested_Auklet_0019_794925.jpg,1,,0
254,005.Crested_Auklet/Crested_Auklet_0057_794932.jpg,1,,0
256,005.Crested_Auklet/Crested_Auklet_0045_794940.jpg,1,,0
257,005.Crested_Auklet/Crested_Auklet_0001_794941.jpg,1,,0
258,005.Crested_Auklet/Crested_Auklet_0039_794944.jpg,1,,0
261,005.Crested_Auklet/Crested_Auklet_0052_794952.jpg,1,,0
262,005.Crested_Auklet/Crested_Auklet_0012_794960.jpg,1,,0
264,005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,1,,0
267,005.Crested_Auklet/Crested_Auklet_0073_785248.jpg,1,,1
268,005.Crested_Auklet/Crested_Auklet_0067_785249.jpg,1,,0
269,005.Crested_Auklet/Crested_Auklet_0066_785251.jpg,1,,0
270,005.Crested_Auklet/Crested_Auklet_0076_785252.jpg,1,,0
273,005.Crested_Auklet/Crested_Auklet_0077_785257.jpg,1,,0
274,005.Crested_Auklet/Crested_Auklet_0069_785258.jpg,1,,0
275,005.Crested_Auklet/Crested_Auklet_0075_785259.jpg,1,,0
276,005.Crested_Auklet/Crested_Auklet_0072_785260.jpg,1,,0
278,005.Crested_Auklet/Crested_Auklet_0063_794901.jpg,1,,0
280,005.Crested_Auklet/Crested_Auklet_0030_794937.jpg,1,,0
281,005.Crested_Auklet/Crested_Auklet_0040_794912.jpg,1,,0
283,006.Least_Auklet/Least_Auklet_0035_1888.jpg,1,,0
284,006.Least_Auklet/Least_Auklet_0050_1924.jpg,1,,0
285,006.Least_Auklet/Least_Auklet_0058_1931.jpg,1,,0
287,006.Least_Auklet/Least_Auklet_0016_1903.jpg,1,,0
288,006.Least_Auklet/Least_Auklet_0040_795100.jpg,1,,0
289,006.Least_Auklet/Least_Auklet_0015_795065.jpg,1,,0
290,006.Least_Auklet/Least_Auklet_0026_795066.jpg,1,,0
291,006.Least_Auklet/Least_Auklet_0043_795067.jpg,1,,0
293,006.Least_Auklet/Least_Auklet_0045_795069.jpg,1,,0
294,006.Least_Auklet/Least_Auklet_0008_795071.jpg,1,,0
295,006.Least_Auklet/Least_Auklet_0012_795074.jpg,1,,0
296,006.Least_Auklet/Least_Auklet_0018_795077.jpg,1,,0
297,006.Least_Auklet/Least_Auklet_0020_795080.jpg,1,,0
299,006.Least_Auklet/Least_Auklet_0017_795084.jpg,1,,0
301,006.Least_Auklet/Least_Auklet_0052_795088.jpg,1,,0
302,006.Least_Auklet/Least_Auklet_0027_795091.jpg,1,,0
303,006.Least_Auklet/Least_Auklet_0010_795092.jpg,1,,0
305,006.Least_Auklet/Least_Auklet_0060_795095.jpg,1,,0
306,006.Least_Auklet/Least_Auklet_0034_795096.jpg,1,,0
307,006.Least_Auklet/Least_Auklet_0042_1874.jpg,1,,0
310,006.Least_Auklet/Least_Auklet_0011_795109.jpg,1,,0
313,006.Least_Auklet/Least_Auklet_0030_795116.jpg,1,,0
317,006.Least_Auklet/Least_Auklet_0029_795122.jpg,1,,1
319,006.Least_Auklet/Least_Auklet_0057_795126.jpg,1,,0
320,006.Least_Auklet/Least_Auklet_0021_795127.jpg,1,,0
321,006.Least_Auklet/Least_Auklet_0054_795130.jpg,1,,0
322,006.Least_Auklet/Least_Auklet_0038_795132.jpg,1,,1
323,006.Least_Auklet/Least_Auklet_0063_795134.jpg,1,,0
324,007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg,1,,0
326,007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,1,,0
328,007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg,1,,0
331,007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,1,,0
332,007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,1,,0
333,007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,1,,0
334,007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,1,,0
335,007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,1,,0
336,007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,1,,0
338,007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,1,,0
339,007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,1,,0
341,007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,1,,0
342,007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,1,,0
345,007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,1,,0
347,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,1,,0
349,007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,1,,0
353,007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg,1,,0
355,007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg,1,,0
358,007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg,1,,0
359,007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg,1,,0
361,007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg,1,,0
364,007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg,1,,0
366,007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg,1,,0
374,007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg,1,,0
375,007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg,1,,0
376,007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg,1,,0
377,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,1,,0
388,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,1,,0
390,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg,1,,0
393,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,1,,1
395,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg,1,,1
396,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg,1,,0
397,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,1,,0
398,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0026_797519.jpg,1,,0
399,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0029_797520.jpg,1,,0
400,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,1,,0
401,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0014_797522.jpg,1,,0
402,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0024_797529.jpg,1,,0
404,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,1,,0
406,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0050_797534.jpg,1,,0
409,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg,1,,0
419,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0048_2162.jpg,1,,0
413,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,1,,0
414,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,1,,0
415,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,1,,1
416,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg,1,,0
417,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,1,,0
391,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0051_797510.jpg,1,,1
421,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0033_2169.jpg,1,,0
426,009.Brewer_Blackbird/Brewer_Blackbird_0139_2567.jpg,1,,0
427,009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg,1,,0
428,009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,1,,0
429,009.Brewer_Blackbird/Brewer_Blackbird_0135_2607.jpg,1,,0
431,009.Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg,1,,0
432,009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg,1,,0
433,009.Brewer_Blackbird/Brewer_Blackbird_0111_2613.jpg,1,,0
436,009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,1,,0
437,009.Brewer_Blackbird/Brewer_Blackbird_0026_2625.jpg,1,,0
441,009.Brewer_Blackbird/Brewer_Blackbird_0142_2636.jpg,1,,0
444,009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg,1,,0
446,009.Brewer_Blackbird/Brewer_Blackbird_0014_2679.jpg,1,,0
452,009.Brewer_Blackbird/Brewer_Blackbird_0032_2214.jpg,1,,0
456,009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,1,,0
460,009.Brewer_Blackbird/Brewer_Blackbird_0018_2261.jpg,1,,0
464,009.Brewer_Blackbird/Brewer_Blackbird_0103_2273.jpg,1,,0
465,009.Brewer_Blackbird/Brewer_Blackbird_0074_2277.jpg,1,,0
466,009.Brewer_Blackbird/Brewer_Blackbird_0002_2278.jpg,1,,0
467,009.Brewer_Blackbird/Brewer_Blackbird_0115_2279.jpg,1,,0
469,009.Brewer_Blackbird/Brewer_Blackbird_0131_2289.jpg,1,,0
470,009.Brewer_Blackbird/Brewer_Blackbird_0064_2290.jpg,1,,0
471,009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,1,,0
477,009.Brewer_Blackbird/Brewer_Blackbird_0133_2324.jpg,1,,0
478,009.Brewer_Blackbird/Brewer_Blackbird_0070_2325.jpg,1,,0
479,009.Brewer_Blackbird/Brewer_Blackbird_0116_2327.jpg,1,,0
481,009.Brewer_Blackbird/Brewer_Blackbird_0112_2340.jpg,1,,0
482,009.Brewer_Blackbird/Brewer_Blackbird_0079_2343.jpg,1,,0
484,010.Red_winged_Blackbird/Red_Winged_Blackbird_0091_4096.jpg,1,,0
485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,1,,0
486,010.Red_winged_Blackbird/Red_Winged_Blackbird_0054_4625.jpg,1,,0
489,010.Red_winged_Blackbird/Red_Winged_Blackbird_0079_4527.jpg,1,,0
490,010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg,1,,0
491,010.Red_winged_Blackbird/Red_Winged_Blackbird_0005_5636.jpg,1,,0
495,010.Red_winged_Blackbird/Red_Winged_Blackbird_0049_5598.jpg,1,,0
496,010.Red_winged_Blackbird/Red_Winged_Blackbird_0023_5257.jpg,1,,0
497,010.Red_winged_Blackbird/Red_Winged_Blackbird_0093_5948.jpg,1,,0
500,010.Red_winged_Blackbird/Red_Winged_Blackbird_0060_4688.jpg,1,,0
502,010.Red_winged_Blackbird/Red_Winged_Blackbird_0061_4196.jpg,1,,0
504,010.Red_winged_Blackbird/Red_Winged_Blackbird_0101_6244.jpg,1,,0
505,010.Red_winged_Blackbird/Red_Winged_Blackbird_0028_4709.jpg,1,,0
507,010.Red_winged_Blackbird/Red_Winged_Blackbird_0001_3695.jpg,1,,0
511,010.Red_winged_Blackbird/Red_Winged_Blackbird_0012_6015.jpg,1,,0
515,010.Red_winged_Blackbird/Red_Winged_Blackbird_0046_4242.jpg,1,,0
518,010.Red_winged_Blackbird/Red_Winged_Blackbird_0032_4004.jpg,1,,0
520,010.Red_winged_Blackbird/Red_Winged_Blackbird_0040_4522.jpg,1,,0
523,010.Red_winged_Blackbird/Red_Winged_Blackbird_0014_3761.jpg,1,,0
524,010.Red_winged_Blackbird/Red_Winged_Blackbird_0021_3767.jpg,1,,0
527,010.Red_winged_Blackbird/Red_Winged_Blackbird_0081_6081.jpg,1,,0
529,010.Red_winged_Blackbird/Red_Winged_Blackbird_0052_5575.jpg,1,,0
530,010.Red_winged_Blackbird/Red_Winged_Blackbird_0096_5019.jpg,1,,0
531,010.Red_winged_Blackbird/Red_Winged_Blackbird_0066_5070.jpg,1,,0
533,010.Red_winged_Blackbird/Red_Winged_Blackbird_0020_4050.jpg,1,,0
535,010.Red_winged_Blackbird/Red_Winged_Blackbird_0085_5846.jpg,1,,0
537,010.Red_winged_Blackbird/Red_Winged_Blackbird_0025_5342.jpg,1,,0
539,010.Red_winged_Blackbird/Red_Winged_Blackbird_0105_4842.jpg,1,,0
541,010.Red_winged_Blackbird/Red_Winged_Blackbird_0044_5621.jpg,1,,0
542,010.Red_winged_Blackbird/Red_Winged_Blackbird_0055_4345.jpg,1,,0
544,011.Rusty_Blackbird/Rusty_Blackbird_0086_6658.jpg,1,,0
545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,1,,0
547,011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,1,,0
549,011.Rusty_Blackbird/Rusty_Blackbird_0016_6684.jpg,1,,0
552,011.Rusty_Blackbird/Rusty_Blackbird_0091_6695.jpg,1,,0
554,011.Rusty_Blackbird/Rusty_Blackbird_0031_6699.jpg,1,,0
555,011.Rusty_Blackbird/Rusty_Blackbird_0019_6704.jpg,1,,0
557,011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg,1,,0
559,011.Rusty_Blackbird/Rusty_Blackbird_0076_6716.jpg,1,,0
561,011.Rusty_Blackbird/Rusty_Blackbird_0087_6727.jpg,1,,0
562,011.Rusty_Blackbird/Rusty_Blackbird_0122_6736.jpg,1,,0
564,011.Rusty_Blackbird/Rusty_Blackbird_0073_6744.jpg,1,,0
566,011.Rusty_Blackbird/Rusty_Blackbird_0023_6752.jpg,1,,0
568,011.Rusty_Blackbird/Rusty_Blackbird_0017_6755.jpg,1,,0
570,011.Rusty_Blackbird/Rusty_Blackbird_0114_6760.jpg,1,,0
574,011.Rusty_Blackbird/Rusty_Blackbird_0011_7028.jpg,1,,0
575,011.Rusty_Blackbird/Rusty_Blackbird_0102_6590.jpg,1,,0
576,011.Rusty_Blackbird/Rusty_Blackbird_0006_6633.jpg,1,,0
577,011.Rusty_Blackbird/Rusty_Blackbird_0001_6548.jpg,1,,0
581,011.Rusty_Blackbird/Rusty_Blackbird_0036_6550.jpg,1,,0
587,011.Rusty_Blackbird/Rusty_Blackbird_0107_6839.jpg,1,,0
588,011.Rusty_Blackbird/Rusty_Blackbird_0074_6585.jpg,1,,0
591,011.Rusty_Blackbird/Rusty_Blackbird_0009_6853.jpg,1,,0
593,011.Rusty_Blackbird/Rusty_Blackbird_0108_6867.jpg,1,,0
595,011.Rusty_Blackbird/Rusty_Blackbird_0033_6879.jpg,1,,0
596,011.Rusty_Blackbird/Rusty_Blackbird_0101_6880.jpg,1,,0
598,011.Rusty_Blackbird/Rusty_Blackbird_0048_6632.jpg,1,,0
599,011.Rusty_Blackbird/Rusty_Blackbird_0093_6628.jpg,1,,0
600,011.Rusty_Blackbird/Rusty_Blackbird_0121_6637.jpg,1,,0
601,011.Rusty_Blackbird/Rusty_Blackbird_0032_6611.jpg,1,,0
605,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0074_8452.jpg,1,,0
606,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,1,,0
607,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0095_8458.jpg,1,,0
611,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0086_8487.jpg,1,,0
612,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0057_8236.jpg,1,,0
613,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0082_8577.jpg,1,,1
614,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,1,,0
617,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0017_8511.jpg,1,,0
619,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0025_8262.jpg,1,,0
620,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0041_8264.jpg,1,,0
621,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0018_8588.jpg,1,,0
625,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0040_7514.jpg,1,,0
626,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0026_8545.jpg,1,,0
628,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0020_8549.jpg,1,,0
629,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0091_8555.jpg,1,,0
630,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0083_8300.jpg,1,,0
631,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0062_8310.jpg,1,,0
633,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,1,,0
635,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg,1,,0
636,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0003_8337.jpg,1,,0
639,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0058_8350.jpg,1,,0
641,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,1,,0
642,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0038_8689.jpg,1,,0
645,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0007_8366.jpg,1,,0
647,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0072_8606.jpg,1,,0
648,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0051_8387.jpg,1,,0
652,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0056_8455.jpg,1,,0
653,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,1,,0
655,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0084_8435.jpg,1,,0
657,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0073_8442.jpg,1,,0
660,013.Bobolink/Bobolink_0107_10252.jpg,1,,0
662,013.Bobolink/Bobolink_0104_10273.jpg,1,,0
663,013.Bobolink/Bobolink_0001_9261.jpg,1,,0
666,013.Bobolink/Bobolink_0102_10807.jpg,1,,0
667,013.Bobolink/Bobolink_0033_10809.jpg,1,,0
668,013.Bobolink/Bobolink_0094_9823.jpg,1,,0
669,013.Bobolink/Bobolink_0008_9289.jpg,1,,0
670,013.Bobolink/Bobolink_0099_9314.jpg,1,,0
671,013.Bobolink/Bobolink_0101_9811.jpg,1,,0
672,013.Bobolink/Bobolink_0050_9821.jpg,1,,0
677,013.Bobolink/Bobolink_0013_9367.jpg,1,,0
